,meanAnIndFloodDuration,cvAnIndFloodDuration,meanAnIndOverbankFloodDuration,returnPeriodIndBankfullQ,meanAnFloodDuration,cvFloodDuration,meanAnOverbankFloodDuration,meanAnOverbankFloodVolRelBankfull,bankfullQ,meanQ,YearEvent1,YearEvent2,YearEvent5,YearEvent10,YearEvent15,YearEvent20,meanAnDailyQ,medQ,specificMeanQ,specificMedQ,cvMeanQ,skewnessQ,meanQ01,meanQ02,meanQ03,meanQ04,meanQ05,meanQ06,meanQ07,meanQ08,meanQ09,meanQ10,meanQ11,meanQ12,cvQ01,cvQ02,cvQ03,cvQ04,cvQ05,cvQ06,cvQ07,cvQ08,cvQ09,cvQ10,cvQ11,cvQ12,seasonMeanQ1,seasonMeanQ2,seasonMeanQ3,seasonMeanQ4,seasonCvQ1,seasonCvQ2,seasonCvQ3,seasonCvQ4,specificAnMeanQ,CvAnQ,skewnwssAnQ,specificAnMedQ,medAnMinQ,exceedQ75.,exceedQ90.,exceedQ99.,specificMeanAnMin,medAnMaxQrelativeToMeanAnDailyQ,exceedQ1.,exceedQ10.,exceedQ25.,specificMeanAnMax,volHighQ1x,volHighQ3x,volHighQ7x,ARI1,ARI2,ARI3,ARI4,ARI5,ARI6,skewAnMaxQ,meanAnSpell75.Exceed,meanAnSpell90.Exceed,meanAnSpell99.Exceed,cvAnSpell75.Exceed,cvAnSpell90.Exceed,cvAnSpell99.Exceed,meanAnSpell25.Exceed,meanAnSpell10.Exceed,meanAnSpell1.Exceed,cvAnSpell25.Exceed,cvAnSpell10.Exceed,cvAnSpell1.Exceed,meanAnSpell3x,meanAnSpell7x,meanAnMinMov1,cvAnMinMov1,meanAnMinMov3,cvAnMinMov3,meanAnMinMov7,cvAnMinMov7,meanAnMinMov30,cvAnMinMov30,meanAnMinMov90,cvAnMinMov90,lowQDuration75,lowQDuration90,lowQDuration99,CVlowQDuration75,CVlowQDuration90,CVlowQDuration99,meanAnZeroFlowDays,meanAnMaxMov1,cvAnMaxMov1,meanAnMaxMov3,cvAnMaxMov3,meanAnMaxMov7,cvAnMaxMov7,meanAnMaxMov30,cvAnMaxMov30,meanAnMaxMov90,cvAnMaxMov90,highQduration25,highQduration10,highQduration01,cvHighQduration25,cvHighQduration10,cvHighQduration01,predictabilityMeanQ,constancyMeanQ,seasonalityMeanQ,perenniality,JDayAnMin,sdJDayAnMin,predictabilityMinQ,seasonalityMinQ,JDayAnMax,sdJDayAnMax,predictabilityMaxQ,seasonalityMaxQ,riseRate,cvRise,fallRate,cvFall,revPerYear,cvRev
YearEvent1,0.446261151,0.181523357,-0.425738652,0.447445714,0.522280049,0.285132631,-0.424796416,0.963826003,0.999860091,0.987494521,1,0.999664929,0.998802342,0.994455182,0.989906997,0.98993231,0.987522069,0.888040875,0.0819273,-0.125115338,-0.312381833,-0.356996858,0.985178736,0.976454591,0.987637688,0.985302787,0.929416005,0.861821521,0.812063445,0.799659147,0.80266412,0.889268671,0.927759583,0.978787824,-0.312988944,-0.386292964,-0.524469499,-0.210178873,-0.180506586,-0.367441254,-0.370471782,-0.40888548,-0.394929281,-0.313028884,-0.003882585,-0.206868797,0.016339257,0.10082219,-0.139409094,-0.35495137,-0.29643502,-0.3911043,-0.385527599,-0.031907259,0.081963168,-0.071520429,-0.079250399,0.108639798,-0.074994576,0.807628239,0.786166147,0.779270263,-0.124080855,-0.469672322,0.997087931,0.958038096,0.9677977,-0.173263278,-0.403795844,-0.403795844,-0.403795844,0.98501008,0.995857692,0.999067287,0.997951696,0.996086308,0.995225095,-0.293669101,-0.238046671,-0.3196439,-0.372713922,0.10748925,0.32727865,0.393379705,1.81E-16,-1.81E-16,1.20E-16,-0.270213466,0.145779845,0.405321041,0.458513318,0.262088858,0.770509528,-0.20089376,0.767491691,-0.172320425,0.76596302,-0.201087062,0.775026295,-0.405798961,0.797548731,-0.312048161,0.686134527,0.561532729,0.295617463,0.522543612,0.385786497,0.564586268,-0.38213335,0.993877252,-0.344113312,0.996711323,-0.204348051,0.996987795,-0.099733018,0.988787363,-0.127702573,0.987012865,-0.052865068,0.718702983,0.471983284,0.583925344,-0.13115374,0.243014574,-0.029159717,0.317713608,-0.0104978,0.230972258,-0.158251629,0.160565525,-0.348460688,-0.241088449,0.173296796,0.065747373,-0.501795178,0.606736098,-0.243635161,0.901986766,-0.328449862,0.976791466,-0.330095602,-0.521261905,-0.201775038
YearEvent2,0.458231983,0.181913709,-0.436152626,0.459358933,0.532416947,0.284491457,-0.435157961,0.967681013,0.999917992,0.984625206,0.999664929,1,0.99919009,0.995715485,0.991111146,0.991426486,0.984657436,0.8924925,0.074355775,-0.127708204,-0.305544676,-0.356334882,0.982177382,0.972548062,0.98470541,0.985104971,0.932898298,0.86803323,0.819687077,0.807489283,0.810593369,0.895016592,0.93016444,0.977191847,-0.304391512,-0.37859422,-0.520383568,-0.210014863,-0.186633341,-0.376001223,-0.377290912,-0.417678894,-0.405708473,-0.321956694,-0.009636528,-0.210291809,0.011940862,0.106347641,-0.137923641,-0.3556942,-0.288304309,-0.38699479,-0.394490473,-0.039491623,0.074391338,-0.060375672,-0.066321377,0.100384518,-0.072715163,0.814438662,0.793583028,0.786990774,-0.12622351,-0.47020136,0.99543413,0.953102623,0.965456497,-0.178583331,-0.402699746,-0.402699746,-0.402699746,0.982449999,0.994737656,0.999201862,0.998534507,0.996953775,0.995289013,-0.294582568,-0.245233921,-0.324730539,-0.377441903,0.116417287,0.333883738,0.399394079,2.06E-17,-2.06E-17,-8.94E-17,-0.264441629,0.147843856,0.413227828,0.450736949,0.259851741,0.778353429,-0.204236893,0.775408291,-0.168295037,0.773912635,-0.198270353,0.78280208,-0.410159363,0.805030873,-0.322467317,0.690409601,0.564897391,0.303438258,0.529358148,0.392510298,0.572779742,-0.386907125,0.993127552,-0.342993849,0.996024604,-0.198359696,0.995679968,-0.087440924,0.986031957,-0.112936781,0.984012828,-0.039575879,0.723436696,0.476478564,0.59228616,-0.124348126,0.241024529,-0.033700289,0.317698605,-0.006295231,0.224739019,-0.156872452,0.165791649,-0.352652162,-0.236940686,0.167107503,0.075241374,-0.498048081,0.608306895,-0.250682803,0.899555388,-0.326095896,0.974786739,-0.328975574,-0.530713073,-0.201558113
YearEvent5,0.442702792,0.186742922,-0.424345001,0.443958652,0.518715082,0.292896352,-0.423233101,0.972331281,0.999159993,0.983509295,0.998802342,0.99919009,1,0.997063716,0.993795078,0.993835086,0.983536193,0.889768215,0.083170463,-0.124327477,-0.296437064,-0.345440206,0.980914834,0.972188634,0.983842735,0.982758154,0.930183812,0.867415681,0.821924225,0.810014226,0.813481267,0.891874854,0.920470616,0.971412006,-0.289445323,-0.369065354,-0.51344961,-0.205533539,-0.189391068,-0.384585338,-0.382876452,-0.428272196,-0.413252801,-0.330945988,-0.004512697,-0.198685585,0.001658028,0.116500215,-0.129073268,-0.354508554,-0.274662586,-0.381563812,-0.403243013,-0.038426517,0.08320798,-0.060577957,-0.068091177,0.108969108,-0.06282067,0.816965538,0.797372573,0.79107154,-0.122378298,-0.465043124,0.994429859,0.95224121,0.960412953,-0.165082075,-0.391076617,-0.391076617,-0.391076617,0.983235577,0.995276385,0.999181966,0.998924085,0.99822799,0.997245098,-0.286023167,-0.244101172,-0.327345458,-0.382779321,0.127261221,0.343626827,0.412587054,1.50E-16,-1.50E-16,1.37E-16,-0.254793241,0.149853994,0.401629283,0.440164654,0.255430952,0.783061365,-0.214099236,0.780260519,-0.180977104,0.778798425,-0.208383962,0.787119714,-0.417226952,0.808222003,-0.324774191,0.69027922,0.56522003,0.301862251,0.533888837,0.395748906,0.577647385,-0.392536213,0.994530974,-0.330495071,0.996710073,-0.184544539,0.995509849,-0.072826144,0.985495215,-0.106167735,0.983060367,-0.039745359,0.718395006,0.470846881,0.581312445,-0.11893633,0.237682968,-0.037921445,0.31968607,-0.001701287,0.219259446,-0.149468647,0.174816172,-0.344403315,-0.230918088,0.163318904,0.087711265,-0.485314695,0.606400119,-0.253370641,0.904803004,-0.310457743,0.976838131,-0.315891984,-0.525321399,-0.209792636
YearEvent10,0.440820721,0.158573141,-0.427865209,0.442317331,0.52216795,0.281297656,-0.426625534,0.985004493,0.995142697,0.973878616,0.994455182,0.995715485,0.997063716,1,0.998493882,0.998333085,0.973906496,0.895852888,0.081196794,-0.124959518,-0.274762391,-0.33097144,0.970260596,0.96128264,0.974757954,0.979081979,0.932063274,0.877740572,0.8379536,0.82763608,0.830836137,0.89757631,0.908845285,0.957180943,-0.266395537,-0.347353842,-0.502969889,-0.187180509,-0.205312167,-0.406824482,-0.404068012,-0.454517434,-0.434085148,-0.354010924,-0.001226308,-0.195475032,-0.015895285,0.137421261,-0.119676271,-0.35913484,-0.250116323,-0.365475984,-0.426560036,-0.044301149,0.08124252,-0.055491175,-0.074382942,0.106444199,-0.050987749,0.83477751,0.817210495,0.811815952,-0.122436118,-0.460134112,0.988085918,0.93864157,0.946553663,-0.157860889,-0.369444865,-0.369444865,-0.369444865,0.975606242,0.991804457,0.996921799,0.997688491,0.997756716,0.995357832,-0.265889687,-0.252506146,-0.343260256,-0.403017333,0.147409175,0.367345858,0.441018373,2.42E-16,-2.42E-16,2.24E-16,-0.239419639,0.157121316,0.377214042,0.417628722,0.250731591,0.803672277,-0.227195003,0.801233544,-0.205071927,0.800222488,-0.232689707,0.808528113,-0.443050234,0.82766047,-0.338504515,0.697031861,0.569267447,0.292494038,0.543370448,0.409936347,0.617839331,-0.413300309,0.992340989,-0.307396123,0.994006625,-0.155263384,0.990709079,-0.035467957,0.976852109,-0.08772335,0.973204445,-0.039255642,0.710086138,0.46907588,0.590009474,-0.103231522,0.22874639,-0.065778596,0.331048948,0.014833666,0.203199196,-0.141427674,0.196560755,-0.342915864,-0.210597901,0.148338865,0.111973491,-0.471473442,0.610647242,-0.264424448,0.905400156,-0.290999271,0.971536703,-0.296588839,-0.527901578,-0.217167022
YearEvent15,0.42045974,0.15745299,-0.412998545,0.422142217,0.505591327,0.28890065,-0.411739749,0.988096858,0.990462376,0.970826294,0.989906997,0.991111146,0.993795078,0.998493882,1,0.998930169,0.970844142,0.88628847,0.093617651,-0.122130882,-0.263968834,-0.319958008,0.96716688,0.959930851,0.971981731,0.972742954,0.922833697,0.870045545,0.833227039,0.823969587,0.826899614,0.886987766,0.890970518,0.94760953,-0.2545752,-0.337742004,-0.496452592,-0.178698906,-0.20614926,-0.41072463,-0.408418225,-0.460080077,-0.435615697,-0.355964521,0.012614255,-0.179831515,-0.023686828,0.145762945,-0.113062548,-0.361550362,-0.237394764,-0.357554236,-0.430636297,-0.035267384,0.093666934,-0.062825054,-0.086670721,0.119161885,-0.04291037,0.831308038,0.815046786,0.810125338,-0.119200073,-0.449925187,0.984587817,0.937591875,0.93761068,-0.140236908,-0.355009885,-0.355009885,-0.355009885,0.975193214,0.99040877,0.993744424,0.994994919,0.996029821,0.994652217,-0.255117165,-0.254399227,-0.346923056,-0.408860629,0.154627044,0.373792159,0.450883729,-1.47E-16,1.47E-16,-1.42E-16,-0.234949689,0.154517763,0.351603631,0.410257339,0.248612429,0.802138029,-0.230407945,0.799920452,-0.217233259,0.799083422,-0.244058409,0.807060029,-0.451509342,0.82482887,-0.334685184,0.69156308,0.564520789,0.283167024,0.541363662,0.414229857,0.630050527,-0.419385847,0.992390546,-0.295230363,0.992845297,-0.143322949,0.988396267,-0.024377225,0.974597897,-0.088807302,0.97039227,-0.049682862,0.701555586,0.455025931,0.572645408,-0.098923515,0.228070185,-0.067062848,0.339985549,0.022304427,0.198664446,-0.136574673,0.203131553,-0.332636355,-0.201847582,0.144830255,0.12152254,-0.463863669,0.610962024,-0.265448523,0.913550854,-0.273427612,0.973815774,-0.283613145,-0.513684696,-0.231663155
YearEvent20,0.422137916,0.158315734,-0.410235701,0.423598583,0.505122037,0.291467294,-0.409085775,0.989740283,0.990675459,0.967960741,0.98993231,0.991426486,0.993835086,0.998333085,0.998930169,1,0.96798114,0.888755897,0.090105743,-0.118901173,-0.264796453,-0.314741289,0.963680457,0.956297,0.969414842,0.972259011,0.924668398,0.87321366,0.836808141,0.827090119,0.830226428,0.889283535,0.892375047,0.945858213,-0.250921372,-0.337994225,-0.497221857,-0.180363659,-0.201838171,-0.410932436,-0.407520692,-0.462286404,-0.435603738,-0.353656588,0.020791939,-0.1776715,-0.029568927,0.150806999,-0.107280377,-0.358345037,-0.235635247,-0.359680998,-0.431390317,-0.028189097,0.0901521,-0.062516944,-0.083049153,0.115782324,-0.036723096,0.834318513,0.818352034,0.813420435,-0.115328195,-0.454461651,0.983202215,0.932914209,0.934196798,-0.141225315,-0.350978828,-0.350978828,-0.350978828,0.972176524,0.989004379,0.994141522,0.995631419,0.996806877,0.994403127,-0.248528918,-0.254624361,-0.347796137,-0.411439001,0.15650683,0.37599156,0.456323618,1.49E-17,-1.49E-17,9.60E-18,-0.234619878,0.152436757,0.35734618,0.408346996,0.244001493,0.805854644,-0.234647492,0.803561289,-0.218796036,0.802525694,-0.247776363,0.809987024,-0.452882839,0.827571602,-0.33041816,0.698903817,0.574765624,0.289665902,0.546910906,0.417180538,0.62762806,-0.422205621,0.990716499,-0.288632893,0.991239494,-0.136167557,0.986594731,-0.016829644,0.971833364,-0.083271175,0.967539732,-0.04610489,0.704959381,0.455859649,0.575607851,-0.099218582,0.225927803,-0.062833857,0.335797009,0.018512102,0.201252211,-0.131466531,0.203621732,-0.329424467,-0.203690442,0.14732101,0.121054235,-0.465727128,0.608562398,-0.264513107,0.914913581,-0.272274393,0.970707103,-0.27831905,-0.517922343,-0.232572088
meanAnDailyQ,0.384035576,0.212051879,-0.365475944,0.385089411,0.465486171,0.322908764,-0.364748014,0.926879539,0.985824942,0.999999942,0.987522069,0.984657436,0.983536193,0.973906496,0.970844142,0.96798114,1,0.849179994,0.153617285,-0.099394465,-0.343636879,-0.338295409,0.999443965,0.996889521,0.999755734,0.974986159,0.898828099,0.816131482,0.76076883,0.748061573,0.748325538,0.844338204,0.900770803,0.983889631,-0.342216881,-0.419166292,-0.53754694,-0.215971218,-0.148364653,-0.322421034,-0.333272205,-0.362783416,-0.346185487,-0.266702856,0.01024738,-0.190640508,0.026731612,0.077378645,-0.127803568,-0.330784324,-0.329282201,-0.409330842,-0.33966338,-0.009930992,0.153642097,-0.138124935,-0.132210658,0.182148343,-0.069926446,0.75665677,0.732658537,0.724924102,-0.101160147,-0.453086661,0.996305926,0.990511653,0.980699764,-0.109019198,-0.393308298,-0.393308298,-0.393308298,0.996433239,0.992647216,0.984824868,0.982618568,0.979275172,0.984339379,-0.282606722,-0.2062095,-0.287617124,-0.340935442,0.076907032,0.292158085,0.357180795,5.66E-17,-5.66E-17,8.01E-17,-0.296253094,0.103936425,0.352474647,0.493000645,0.255201835,0.715698039,-0.188548831,0.712414562,-0.173713647,0.710371801,-0.200431551,0.719524371,-0.372063786,0.742806942,-0.265690457,0.655181714,0.538295085,0.26732697,0.489562335,0.358275065,0.507188704,-0.350219396,0.990650485,-0.344569456,0.991683262,-0.2292461,0.995434945,-0.163679642,0.999515365,-0.203164174,0.999771465,-0.121599996,0.682519732,0.411669851,0.507662718,-0.150332251,0.221685453,0.019506925,0.30311711,-0.044108761,0.270081046,-0.147353171,0.131049082,-0.31503783,-0.26104547,0.204835998,0.00208807,-0.521044819,0.574792641,-0.195749433,0.912624666,-0.326051354,0.986606472,-0.326418048,-0.453138807,-0.201601989
medQ,0.453766203,-0.058333254,-0.4160078,0.454826791,0.544057268,0.051238881,-0.418538881,0.903408177,0.890062348,0.849029909,0.888040875,0.8924925,0.889768215,0.895852888,0.88628847,0.888755897,0.849179994,1,0.109260025,-0.001552538,-0.267192318,-0.15438966,0.836541752,0.80662498,0.851488773,0.941597457,0.992948375,0.994455355,0.975867324,0.971092127,0.970888958,0.995153395,0.931402001,0.873459815,-0.170819182,-0.304425704,-0.42491424,-0.133625137,-0.424264721,-0.572544364,-0.556805381,-0.63758391,-0.652205968,-0.619515148,-0.336215236,-0.424994392,-0.213290187,0.288743388,0.071246111,-0.147139588,-0.206891464,-0.33116041,-0.599890032,-0.386532848,0.109338875,-0.063270167,-0.062786859,0.113422276,0.128822157,0.974119034,0.961404818,0.955126137,-0.002215721,-0.520028167,0.870514392,0.781241183,0.897113103,-0.100734986,-0.227415078,-0.227415078,-0.227415078,0.821400278,0.857799608,0.884543853,0.884326738,0.879576558,0.864565623,-0.099719971,-0.233456332,-0.358708211,-0.444841023,0.315503326,0.526520333,0.603190688,3.14E-17,-3.14E-17,3.14E-17,-0.005515582,0.194352498,0.344591781,0.209200997,0.041866242,0.952346661,-0.283939906,0.950732776,-0.297994047,0.949962326,-0.329150317,0.955476735,-0.547757502,0.968049203,-0.589957636,0.714688394,0.514623395,0.270632851,0.588838407,0.508573772,0.698457669,-0.458556755,0.856230583,-0.108444843,0.86892937,0.04694118,0.870974439,0.153128602,0.841941368,0.025704575,0.83948646,0.000173941,0.604465117,0.436178503,0.65303463,-0.018919593,-0.001602995,-0.347676464,0.098291297,-0.111875208,0.226270607,0.060250967,0.36142434,-0.254348127,-0.25798343,0.170095955,0.191609788,-0.285018979,0.417356315,-0.185825347,0.652992126,-0.14534832,0.793681086,-0.133908256,-0.548873714,-0.142489959
specificMeanQ,-0.380399317,0.016423509,0.389368038,-0.381518166,-0.286369714,0.395367219,0.38133303,0.073497334,0.077020205,0.153698516,0.0819273,0.074355775,0.083170463,0.081196794,0.093617651,0.090105743,0.153617285,0.109260025,1,0.851728754,-0.41146268,0.665939882,0.146844598,0.169898434,0.158847815,0.118849434,0.103242692,0.112605789,0.13906162,0.138241302,0.131246797,0.064778481,-0.022283815,0.082438757,-0.087511211,-0.368030622,-0.207683582,-0.1145972,-0.353364885,-0.38530147,-0.347593341,-0.430858697,-0.334865335,-0.348815456,-0.293125017,-0.339537617,-0.643398825,0.412581183,0.816676769,0.691853475,-0.254076985,-0.349822588,-0.400084293,-0.334802186,0.999999908,-0.717219128,-0.511548605,0.996232479,0.803517537,0.148793431,0.153626058,0.159021063,0.832921798,-0.326988591,0.114924035,0.201793741,0.148644457,0.815770713,0.24470495,0.24470495,0.24470495,0.14782764,0.112159581,0.08111016,0.080115422,0.081249601,0.10028768,0.429093543,-0.163304401,-0.280762516,-0.358854649,0.30098179,0.392795247,0.438733994,-6.28E-16,6.28E-16,-6.06E-16,0.253851362,-0.260327756,-0.416853205,-0.317893753,-0.742515016,0.160361574,-0.180226847,0.160108694,-0.28530216,0.157193452,-0.337530808,0.148646105,-0.402537931,0.137067446,-0.250964995,0.252636174,0.239013958,-0.131011418,0.232360275,0.364307466,0.197289213,-0.369088447,0.117988376,0.524461848,0.110513092,0.576922858,0.117782187,0.320374036,0.146794202,-0.264374694,0.149686302,-0.55259495,-0.145046742,-0.533110004,-0.434565841,0.234153181,-0.461999506,-0.042343283,-0.48008469,-0.674026928,0.668142584,0.809842382,0.382863323,0.03075075,-0.547706529,0.723223225,0.187593646,0.310583781,-0.439289504,0.476472181,0.143996465,0.213596507,0.13614098,0.425248831,0.269510108,-0.380769686
specificMedQ,-0.271027453,0.002541339,0.318829431,-0.273551282,-0.234591334,0.23704194,0.308521901,-0.115115819,-0.126997477,-0.099398407,-0.125115338,-0.127708204,-0.124327477,-0.124959518,-0.122130882,-0.118901173,-0.099394465,-0.001552538,0.851728754,1,-0.439277835,0.652460133,-0.106815871,-0.10090665,-0.096911543,-0.085199781,-0.035660171,0.009589685,0.045720884,0.046176886,0.044710908,-0.029440613,-0.119532742,-0.119278683,-0.10219015,-0.384923713,-0.113779242,-0.204663185,-0.316187828,-0.379862922,-0.326917924,-0.39265208,-0.377761229,-0.4184849,-0.38587492,-0.437312469,-0.646092748,0.346377546,0.91378114,0.852898532,-0.290637243,-0.338246384,-0.378522625,-0.393484937,0.851740277,-0.565705649,-0.303761025,0.843190175,0.929542073,0.053839163,0.062908467,0.071849107,0.997721823,-0.425661493,-0.116014678,-0.086581751,-0.074369495,0.586804017,0.132046927,0.132046927,0.132046927,-0.115073944,-0.12413142,-0.128533393,-0.129086835,-0.130613236,-0.127031238,0.326100522,-0.12106489,-0.192992445,-0.245403064,0.263640651,0.297145328,0.315175702,-6.35E-17,6.35E-17,-2.10E-17,0.37106576,-0.180810546,-0.214050143,-0.498600132,-0.907194812,0.072847258,-0.152082507,0.073208541,-0.174106155,0.07122704,-0.187126603,0.061742752,-0.296326262,0.048314622,-0.310162383,0.11421646,0.142764399,-0.09312485,0.119233449,0.333817778,0.102906616,-0.25327821,-0.123076984,0.527581075,-0.122249156,0.637588254,-0.116277532,0.422690909,-0.106861141,-0.084980232,-0.104614408,-0.352911592,-0.2028088,-0.417118943,-0.36394256,0.28472514,-0.451260515,-0.146131515,-0.601280568,-0.719061142,0.660477904,0.924344268,0.331275993,0.001771931,-0.635558634,0.813466994,0.215653797,0.37878496,-0.454516605,0.371126056,-0.130579267,0.176572714,-0.130188001,0.367019716,0.219596669,-0.390704912
cvMeanQ,-0.256148926,-0.028627926,0.209210223,-0.255665661,-0.280918072,-0.170958253,0.214567701,-0.210895771,-0.308217409,-0.343623355,-0.312381833,-0.305544676,-0.296437064,-0.274762391,-0.263968834,-0.264796453,-0.343636879,-0.267192318,-0.41146268,-0.439277835,1,0.209814655,-0.346178644,-0.346322213,-0.338211781,-0.314014401,-0.288267155,-0.235256149,-0.193935518,-0.187135279,-0.183467662,-0.257724221,-0.351787565,-0.380601478,0.821223437,0.972465756,0.894574168,0.56091039,0.282931705,0.273685005,0.264668723,0.198213835,0.119351641,0.129624016,0.27846735,0.663351925,0.134333908,-0.015340754,-0.266256923,-0.313547279,0.930159728,0.918509745,0.265827828,0.1862961,-0.41147583,0.672147903,0.454062039,-0.454576691,-0.297504545,-0.192167294,-0.172814489,-0.171675671,-0.426907707,0.82888136,-0.324771897,-0.360922271,-0.35914394,0.084708027,0.599451913,0.599451913,0.599451913,-0.318642144,-0.305833912,-0.297946584,-0.291989906,-0.273910511,-0.273236875,0.162595942,0.352170699,0.388864025,0.388539093,-0.016540064,-0.201821058,-0.202090588,5.55E-16,-5.55E-16,5.62E-16,0.151308396,0.056544008,-0.205403272,-0.482049441,0.216430308,-0.16284798,-0.083468242,-0.160512537,-0.149304084,-0.158717298,-0.084877758,-0.163111475,0.254441602,-0.177143194,0.09632871,-0.369963243,-0.370808554,-0.133825149,-0.504124535,-0.53256852,-0.207086556,0.390341927,-0.295740665,0.327441528,-0.305298761,0.231022111,-0.319106947,0.362693856,-0.33688363,0.564448633,-0.342528302,0.516608127,-0.45268869,-0.034012853,-0.225858752,-0.020506423,-0.194388755,-0.156205659,0.384637076,0.782577859,-0.877462955,-0.296290084,-0.15571225,0.510408675,0.856864264,-0.799947349,0.126529771,0.286505663,-0.157718584,-0.248480928,-0.305875393,0.675250904,-0.285005213,0.425222381,0.32560774,0.136852397
skewnessQ,-0.541008646,-0.168744218,0.584797634,-0.544308281,-0.509214865,0.091105841,0.575093245,-0.267664791,-0.357113125,-0.338293841,-0.356996858,-0.356334882,-0.345440206,-0.33097144,-0.319958008,-0.314741289,-0.338295409,-0.15438966,0.665939882,0.652460133,0.209814655,1,-0.350491383,-0.343988106,-0.331244444,-0.295995923,-0.210804615,-0.114071084,-0.037072637,-0.031517466,-0.033245554,-0.18623097,-0.369491389,-0.383552896,0.5207197,0.243245085,0.431236996,0.292608564,-0.259494807,-0.238861176,-0.166730384,-0.370318988,-0.321367895,-0.389268303,-0.277247355,-0.099650638,-0.649830838,0.419624435,0.804541599,0.728549708,0.344609844,0.270025378,-0.275045709,-0.391141138,0.665962214,-0.327426587,-0.166026749,0.62445083,0.747285095,-0.031753575,-0.007616313,-0.005420453,0.641277484,0.126776996,-0.351300988,-0.329860174,-0.312034999,0.881179197,0.797092738,0.797092738,0.797092738,-0.347145537,-0.352156097,-0.35154603,-0.345317553,-0.336241228,-0.333504279,0.737065232,0.077023031,0.021986032,-0.065134657,0.420060929,0.309519543,0.365239628,-1.31E-16,1.31E-16,-1.06E-16,0.480388796,-0.35168654,-0.545092319,-0.745323164,-0.751725008,0.011441628,-0.270092,0.014225987,-0.344041937,0.013764285,-0.352529089,-0.000878066,-0.189355709,-0.028305084,-0.225388389,0.031172735,0.061698775,-0.078457055,-0.059328092,0.15880668,0.079930578,-0.077131337,-0.340911511,0.929585627,-0.346493721,0.885911756,-0.346587125,0.658367109,-0.345017394,0.151697611,-0.345586506,-0.1936498,-0.540149399,-0.665618395,-0.562536407,0.309527346,-0.784265175,-0.267860696,-0.497193548,-0.344068974,0.168947892,0.785135377,0.286654468,0.465933891,-0.024355538,0.21347921,0.244226666,0.623402144,-0.766381206,0.468192362,-0.347514068,0.704179633,-0.346011547,0.886669011,0.411137115,-0.167727797
meanQ01,0.387843675,0.229684743,-0.368507876,0.388832524,0.464465309,0.331028083,-0.367748435,0.920066811,0.98345877,0.999447279,0.985178736,0.982177382,0.980914834,0.970260596,0.96716688,0.963680457,0.999443965,0.836541752,0.146844598,-0.106815871,-0.346178644,-0.350491383,1,0.997829484,0.998601886,0.968973081,0.888439339,0.802434844,0.745385605,0.732147239,0.732766597,0.833489823,0.898099603,0.984359961,-0.351273691,-0.424028049,-0.538519861,-0.219742647,-0.132980297,-0.304839818,-0.313986753,-0.344971284,-0.329776099,-0.24792096,0.019883379,-0.185678935,0.047304716,0.055504066,-0.141068056,-0.334662687,-0.33680572,-0.408664297,-0.322130379,0.003131713,0.146867295,-0.133925587,-0.122119327,0.176179316,-0.083345744,0.740419818,0.715919451,0.708120801,-0.108404433,-0.448779556,0.994605327,0.992251509,0.978734334,-0.118322242,-0.40513747,-0.40513747,-0.40513747,0.996653756,0.991075747,0.982174681,0.979986452,0.976648218,0.982317682,-0.297294404,-0.204024503,-0.276041753,-0.325686402,0.064041413,0.27279981,0.33611786,-7.95E-17,7.95E-17,-4.88E-17,-0.312198688,0.093225792,0.364187652,0.505385524,0.26482718,0.698532807,-0.178210233,0.695203678,-0.152805705,0.693182369,-0.180973149,0.702630147,-0.351772752,0.726596096,-0.250291536,0.646447099,0.53719048,0.277321572,0.482399553,0.34911367,0.49438081,-0.334637419,0.98906401,-0.361110719,0.989791627,-0.248200026,0.993676901,-0.182939889,0.999145638,-0.210113779,0.999655713,-0.117532053,0.684770521,0.410444382,0.502430138,-0.153599622,0.237015817,0.041641641,0.309895666,-0.041094947,0.270460437,-0.160294985,0.112181773,-0.31911488,-0.261038278,0.20419628,-0.010987754,-0.532454913,0.57880015,-0.195331685,0.915054833,-0.339806329,0.987998843,-0.340578359,-0.452700434,-0.196928788
