,meanAnIndFloodDuration,cvAnIndFloodDuration,meanAnIndOverbankFloodDuration,returnPeriodIndBankfullQ,meanAnFloodDuration,cvFloodDuration,meanAnOverbankFloodDuration,meanAnOverbankFloodVolRelBankfull,bankfullQ,meanQ,YearEvent1,YearEvent2,YearEvent5,YearEvent10,YearEvent15,YearEvent20,meanAnDailyQ,medQ,specificMeanQ,specificMedQ,cvMeanQ,skewnessQ,meanQ01,meanQ02,meanQ03,meanQ04,meanQ05,meanQ06,meanQ07,meanQ08,meanQ09,meanQ10,meanQ11,meanQ12,cvQ01,cvQ02,cvQ03,cvQ04,cvQ05,cvQ06,cvQ07,cvQ08,cvQ09,cvQ10,cvQ11,cvQ12,seasonMeanQ1,seasonMeanQ2,seasonMeanQ3,seasonMeanQ4,seasonCvQ1,seasonCvQ2,seasonCvQ3,seasonCvQ4,specificAnMeanQ,CvAnQ,skewnwssAnQ,specificAnMedQ,medAnMinQ,exceedQ75.,exceedQ90.,exceedQ99.,specificMeanAnMin,medAnMaxQrelativeToMeanAnDailyQ,exceedQ1.,exceedQ10.,exceedQ25.,specificMeanAnMax,volHighQ1x,volHighQ3x,volHighQ7x,ARI1,ARI2,ARI3,ARI4,ARI5,ARI6,skewAnMaxQ,meanAnSpell75.Exceed,meanAnSpell90.Exceed,meanAnSpell99.Exceed,cvAnSpell75.Exceed,cvAnSpell90.Exceed,cvAnSpell99.Exceed,meanAnSpell25.Exceed,meanAnSpell10.Exceed,meanAnSpell1.Exceed,cvAnSpell25.Exceed,cvAnSpell10.Exceed,cvAnSpell1.Exceed,meanAnSpell3x,meanAnSpell7x,meanAnMinMov1,cvAnMinMov1,meanAnMinMov3,cvAnMinMov3,meanAnMinMov7,cvAnMinMov7,meanAnMinMov30,cvAnMinMov30,meanAnMinMov90,cvAnMinMov90,lowQDuration75,lowQDuration90,lowQDuration99,CVlowQDuration75,CVlowQDuration90,CVlowQDuration99,meanAnZeroFlowDays,meanAnMaxMov1,cvAnMaxMov1,meanAnMaxMov3,cvAnMaxMov3,meanAnMaxMov7,cvAnMaxMov7,meanAnMaxMov30,cvAnMaxMov30,meanAnMaxMov90,cvAnMaxMov90,highQduration25,highQduration10,highQduration01,cvHighQduration25,cvHighQduration10,cvHighQduration01,predictabilityMeanQ,constancyMeanQ,seasonalityMeanQ,perenniality,JDayAnMin,sdJDayAnMin,predictabilityMinQ,seasonalityMinQ,JDayAnMax,sdJDayAnMax,predictabilityMaxQ,seasonalityMaxQ,riseRate,cvRise,fallRate,cvFall,revPerYear,cvRev
predictabilityMinQ,-0.227451202,-0.046732087,0.145698311,-0.225863279,-0.245851053,-0.204168589,0.158703163,-0.161565613,-0.238684376,-0.261013249,-0.241088449,-0.236940686,-0.230918088,-0.210597901,-0.201847582,-0.203690442,-0.26104547,-0.25798343,-0.547706529,-0.635558634,0.856864264,-0.024355538,-0.261038278,-0.256330098,-0.257466772,-0.256045519,-0.263216357,-0.231859879,-0.205397492,-0.195552938,-0.196054803,-0.243149293,-0.295731652,-0.295088497,0.551313756,0.782221714,0.652489441,0.620311797,0.476408251,0.509694798,0.431323449,0.432028382,0.37678369,0.332663156,0.426867013,0.578968228,0.370724726,-0.207228846,-0.503934943,-0.489188268,0.699396951,0.82848345,0.495810113,0.346159769,-0.547729329,0.566818779,0.311798028,-0.565129902,-0.517430315,-0.200424798,-0.184050843,-0.180913859,-0.619460076,0.785431198,-0.247022139,-0.265274247,-0.296922841,-0.109567162,0.493074178,0.493074178,0.493074178,-0.235243864,-0.227411795,-0.22848883,-0.224575361,-0.211458508,-0.21089589,0.170610483,0.421229953,0.460862902,0.482801237,-0.231884347,-0.365895124,-0.345574421,-3.35E-15,3.35E-15,-3.35E-15,-0.188581926,-0.052569586,-0.244431126,-0.110093552,0.51208155,-0.177689854,0.00229715,-0.176460577,-0.079338484,-0.175251842,-0.074157263,-0.177963918,0.353852197,-0.188802951,0.380604094,-0.368128359,-0.328587818,-0.066942163,-0.504633451,-0.533096629,-0.215023748,0.484908036,-0.219050896,0.139369055,-0.228346363,-0.028659531,-0.24048379,0.071258198,-0.252788266,0.32360399,-0.258313748,0.33754718,-0.381151411,-0.046313618,-0.101994039,-0.267459099,-0.084439305,-0.092061358,0.499537718,0.805103491,-0.837860309,-0.53233737,-0.331021864,0.46112259,1,-0.919922819,-0.173574764,0.056553846,-0.017904195,-0.231859262,-0.185023148,0.422540856,-0.197868365,0.152012806,0.286581055,0.173059052
seasonalityMinQ,-0.017765745,0.036985608,0.089248015,-0.020130062,0.012613102,0.247152479,0.081279509,0.108438378,0.16958058,0.204853624,0.173296796,0.167107503,0.163318904,0.148338865,0.144830255,0.14732101,0.204835998,0.170095955,0.723223225,0.813466994,-0.799947349,0.21347921,0.20419628,0.210060608,0.203341691,0.181006407,0.16700579,0.143831064,0.130768513,0.121632077,0.122455439,0.146011321,0.172865778,0.207791672,-0.558929276,-0.757631188,-0.560300432,-0.426029273,-0.355469108,-0.382506858,-0.301820198,-0.350059835,-0.272212947,-0.280775404,-0.302464786,-0.535885254,-0.36753906,0.130206827,0.616743571,0.630098004,-0.69975686,-0.687633894,-0.373367118,-0.239469702,0.723259196,-0.696181951,-0.413977296,0.74853796,0.653159865,0.138030071,0.127558962,0.131521415,0.801858802,-0.672124892,0.186054354,0.223387379,0.217800324,0.279937509,-0.308474888,-0.308474888,-0.308474888,0.187044146,0.172213549,0.164007484,0.158624737,0.150006633,0.154072548,0.043205073,-0.253410347,-0.305972635,-0.350039592,0.08051948,0.231060529,0.270864382,-1.09E-16,1.09E-16,-1.42E-16,0.063783427,-0.164700303,0.041443291,-0.025226384,-0.648476544,0.123581132,-0.077435001,0.121835304,-0.049312162,0.11963277,-0.058494653,0.119026789,-0.280265233,0.124273978,-0.234411574,0.290488887,0.314124098,-1.59E-05,0.35624376,0.463277999,0.141943023,-0.355722615,0.16638144,0.057844987,0.170334225,0.161023131,0.180947283,-0.022308053,0.198722824,-0.419646456,0.203377015,-0.49067909,0.149147402,-0.164776961,-0.123874253,0.126977876,-0.06665848,0.114274461,-0.429525169,-0.804297199,0.900069624,0.641673578,0.224779643,-0.337308631,-0.919922819,1,0.116537997,0.024043293,-0.112002141,0.38010155,0.174430808,-0.317734108,0.163712765,-0.058177317,-0.071296026,-0.325654562
JDayAnMax,0.109131038,-0.111967633,-0.130052973,0.111708178,0.164079263,0.181385843,-0.121802442,0.177869295,0.071997527,0.002032124,0.065747373,0.075241374,0.087711265,0.111973491,0.12152254,0.121054235,0.00208807,0.191609788,0.187593646,0.215653797,0.126529771,0.244226666,-0.010987754,-0.022832117,0.010595213,0.089342901,0.166283543,0.226145117,0.262166493,0.266824094,0.27000691,0.18636891,0.032208383,-0.030856328,0.327493426,0.261723792,0.075741474,-0.228193906,-0.601140093,-0.750907457,-0.716388908,-0.598505359,-0.626421829,-0.460910341,-0.324412891,-0.031446022,-0.6611323,0.753355181,0.33985722,0.045285393,0.318123735,-0.109951994,-0.722265779,-0.406249164,0.187653764,0.172124885,0.083315259,0.151632255,0.307703728,0.256098088,0.266036654,0.268754591,0.193219462,-0.08074659,0.036840317,-0.056914909,0.001803485,0.224071964,0.077651691,0.077651691,0.077651691,0.017248655,0.055000769,0.078115509,0.078591735,0.091739208,0.086380761,0.092119584,-0.526144709,-0.670830073,-0.704047215,0.522674934,0.659979812,0.564192511,1.08E-16,-1.08E-16,1.08E-16,0.585879544,0.399706243,0.024024952,-0.497716298,-0.359576511,0.277013026,-0.102982701,0.279293257,-0.155140725,0.280997642,-0.158789245,0.279035142,-0.713886803,0.272050518,-0.697775288,0.271419461,0.005566965,-0.332144878,0.336825064,0.309929362,0.337704792,-0.700716888,0.060633876,0.223919475,0.061598099,0.462907481,0.045182322,0.645209167,0.006811968,0.514007812,-0.001723885,0.28244359,0.171401422,0.087664241,0.066158253,0.390023249,-0.237895592,-0.373804665,-0.21081138,-0.082953055,-0.024358595,0.34909295,0.661756859,-0.284681647,-0.173574764,0.116537997,1,0.582256997,-0.023593474,-0.159480028,-0.02003667,0.244612304,0.00873051,0.302265126,-0.119996254,-0.272332304
sdJDayAnMax,-0.386517467,-0.315936028,0.379623802,-0.386480244,-0.35292776,-0.040731554,0.377940331,-0.410383765,-0.499120431,-0.521085568,-0.501795178,-0.498048081,-0.485314695,-0.471473442,-0.463863669,-0.465727128,-0.521044819,-0.285018979,0.310583781,0.37878496,0.286505663,0.623402144,-0.532454913,-0.537617645,-0.513229391,-0.441720552,-0.338067492,-0.245059561,-0.182663822,-0.168453766,-0.168463206,-0.294527279,-0.465916256,-0.546115621,0.461328249,0.405165487,0.43636218,0.213679107,-0.371422585,-0.265235698,-0.238152089,-0.214354052,-0.208869315,-0.278562953,-0.449068135,-0.12430736,-0.575761932,0.489262233,0.494181474,0.499365164,0.392744958,0.264849018,-0.259316053,-0.486069956,0.310587037,-0.046347124,-0.096097833,0.266813988,0.438367085,-0.176983992,-0.154687177,-0.150229101,0.363810038,0.281323776,-0.511935093,-0.541927345,-0.48144092,0.528076712,0.555363523,0.555363523,0.555363523,-0.52227818,-0.5086486,-0.496842918,-0.498186336,-0.489687587,-0.486697725,0.486561134,-0.155107454,-0.234029647,-0.23562035,0.346374531,0.332226897,0.215392928,-1.22E-15,1.22E-15,-1.21E-15,0.557996011,0.056216023,-0.45001534,-0.760636343,-0.614849468,-0.135493194,-0.025662255,-0.131919047,-0.136037638,-0.130545557,-0.176072768,-0.14022711,-0.282228286,-0.162813816,-0.286417476,-0.283104167,-0.425096073,-0.466393035,-0.11601702,-0.026461346,-0.150977778,-0.231270241,-0.503479722,0.646074086,-0.503376272,0.618929975,-0.508275333,0.581960845,-0.524642811,0.320014668,-0.527384195,0.016244419,-0.490730143,-0.507594565,-0.386199379,0.30466997,-0.580407436,-0.42468314,-0.466504584,-0.180367093,-0.05560359,0.519819444,0.381448847,0.085785578,0.056553846,0.024043293,0.582256997,1,-0.668053861,0.322577501,-0.57153866,0.581050645,-0.527898279,0.602106249,0.436333761,-0.349394257
predictabilityMaxQ,0.536781422,0.239041436,-0.561989794,0.539800278,0.55158422,0.0398761,-0.551955058,0.590208735,0.607460151,0.574823087,0.606736098,0.608306895,0.606400119,0.610647242,0.610962024,0.608562398,0.574792641,0.417356315,-0.439289504,-0.454516605,-0.157718584,-0.766381206,0.57880015,0.57909839,0.572341631,0.543542323,0.468245927,0.393772566,0.342778008,0.338200078,0.339895096,0.426752088,0.515314584,0.570671851,-0.306454107,-0.201313422,-0.411945214,-0.401910936,0.230084344,-0.111193353,-0.17188896,0.031104026,-0.063075981,0.0387858,0.399173922,0.200368256,0.354809538,-0.134378868,-0.526351153,-0.716297737,-0.179701763,-0.320772945,-0.049885615,0.414708974,-0.439280434,0.333798282,0.219728452,-0.399806069,-0.446832328,0.341012505,0.323048944,0.320555866,-0.441169634,-0.345446395,0.59664992,0.552819408,0.509578539,-0.688263834,-0.683222216,-0.683222216,-0.683222216,0.59278829,0.609938959,0.610867334,0.611776767,0.607731151,0.604206085,-0.627590732,-0.030575519,-0.165119818,-0.16013214,-0.165584293,0.010866389,0.017791169,2.28E-15,-2.28E-15,2.28E-15,-0.292499027,0.397265129,0.545603847,0.606495984,0.60767085,0.309092495,-0.00810154,0.307363429,0.035980037,0.308176819,0.059198062,0.319665459,-0.101359503,0.33933586,-0.031896565,0.356195952,0.291461487,0.173921919,0.226712503,0.149546993,0.295069082,-0.158957845,0.606635857,-0.709918827,0.608078211,-0.533205818,0.600066635,-0.288731213,0.586629565,0.051671448,0.581314548,0.262960805,0.709666275,0.810945157,0.638829491,-0.180429199,0.552159413,0.05084594,0.524477947,0.3199428,-0.110397598,-0.535100625,-0.072777641,-0.348637723,-0.017904195,-0.112002141,-0.023593474,-0.668053861,1,-0.730533916,0.628657518,-0.52900702,0.595475619,-0.633414001,-0.589891463,0.029435152
seasonalityMaxQ,-0.440098724,-0.376679478,0.5018553,-0.443912128,-0.407583559,-0.009202699,0.498993698,-0.282774643,-0.247796385,-0.195720995,-0.243635161,-0.250682803,-0.253370641,-0.264424448,-0.265448523,-0.264513107,-0.195749433,-0.185825347,0.476472181,0.371126056,-0.248480928,0.468192362,-0.195331685,-0.189189986,-0.195113362,-0.208617986,-0.213910479,-0.203602947,-0.193664209,-0.195061462,-0.195622312,-0.202213917,-0.208454212,-0.193599152,-0.259575048,-0.269341865,-0.112610212,0.45321972,-0.310877361,0.148124417,0.247509274,-0.033414114,0.201466239,0.03105897,-0.287211394,-0.39446077,-0.069631146,-0.137986683,0.305676458,0.577798043,-0.33605885,0.028658438,0.069881692,-0.26108994,0.476560695,-0.733434361,-0.598057357,0.481598536,0.273321484,-0.181012559,-0.181220293,-0.181829737,0.349050262,0.083877575,-0.222861833,-0.161278474,-0.158826288,0.544786346,0.396957758,0.396957758,0.396957758,-0.213102093,-0.238703859,-0.250748019,-0.257455742,-0.258334875,-0.251440912,0.559776103,0.010210827,0.115921207,0.082559006,-0.149980189,-0.115847996,-0.011753841,9.98E-16,-9.98E-16,9.58E-16,-0.230764093,-0.620123586,-0.521216981,-0.123404862,-0.399778474,-0.180690915,-0.122726127,-0.181214246,-0.154136878,-0.182568316,-0.215852008,-0.186209561,0.100700613,-0.190045741,0.205042897,-0.089456705,-0.007818397,-0.076749608,0.036439919,0.096052147,-0.192738583,0.077274987,-0.23891612,0.38984672,-0.240229913,0.134958979,-0.228361786,-0.18446682,-0.205217097,-0.640626642,-0.198960261,-0.710072337,-0.445753776,-0.728713547,-0.45308239,-0.205875873,-0.349730266,0.138140311,-0.231885478,-0.438683438,0.492274344,0.321579195,-0.121283782,0.026967765,-0.231859262,0.38010155,-0.159480028,0.322577501,-0.730533916,1,-0.230458992,0.080187103,-0.214863024,0.257800923,0.372314795,-0.097507823
riseRate,0.269222831,0.328069563,-0.281457295,0.2706727,0.334153922,0.446356355,-0.277547534,0.880492519,0.900735603,0.912715976,0.901986766,0.899555388,0.904803004,0.905400156,0.913550854,0.914913581,0.912624666,0.652992126,0.143996465,-0.130579267,-0.305875393,-0.347514068,0.915054833,0.930232067,0.912821012,0.836997035,0.717772174,0.631706047,0.58792009,0.576560386,0.577405414,0.651441085,0.710313104,0.859044446,-0.322736185,-0.390082533,-0.539898097,-0.234116133,0.025684707,-0.217108878,-0.232881625,-0.253657906,-0.190647819,-0.068637739,0.31365869,0.006534328,0.083625248,0.027521431,-0.165013668,-0.398047713,-0.290418157,-0.399001409,-0.230101646,0.271795198,0.144006338,-0.165349729,-0.151618006,0.186223865,-0.101393099,0.584601434,0.567524514,0.562731681,-0.126743236,-0.378733054,0.911238788,0.921927469,0.821750046,-0.086371376,-0.380908512,-0.380908512,-0.380908512,0.938367387,0.929674593,0.912066283,0.915141887,0.918910014,0.927049799,-0.279878985,-0.226602305,-0.285972176,-0.334986396,0.034681231,0.222439368,0.311213589,1.02E-17,-1.02E-17,1.09E-16,-0.397901877,0.013277404,0.256957008,0.551846223,0.314163827,0.554335105,-0.1516117,0.551842595,-0.133339411,0.550357626,-0.158179619,0.55725358,-0.328433155,0.574618603,-0.049756677,0.611640579,0.583312814,0.258898351,0.465482059,0.342812756,0.470230309,-0.344280253,0.934386507,-0.372285517,0.92392185,-0.251809081,0.916568304,-0.183118133,0.92242058,-0.233133498,0.918666893,-0.164923882,0.657941531,0.317951068,0.377625094,-0.140070543,0.339230109,0.204928261,0.39240436,0.00988225,0.253397775,-0.196086876,0.066906337,-0.293542635,-0.185023148,0.174430808,-0.02003667,-0.57153866,0.628657518,-0.230458992,1,-0.361740447,0.955655656,-0.334732146,-0.385147022,-0.246674864
cvRise,-0.522860908,-0.214602421,0.531840359,-0.524276034,-0.452078127,-0.058543999,0.519605642,-0.212102114,-0.327598167,-0.326041473,-0.328449862,-0.326095896,-0.310457743,-0.290999271,-0.273427612,-0.272274393,-0.326051354,-0.14534832,0.213596507,0.176572714,0.675250904,0.704179633,-0.339806329,-0.335181567,-0.315234846,-0.266343545,-0.19268782,-0.105739423,-0.035180145,-0.020350611,-0.021988747,-0.172266394,-0.372536763,-0.388394296,0.810674541,0.678344879,0.773215361,0.496963639,-0.08045812,-0.063174279,-0.070619847,-0.183350156,-0.215936718,-0.287659816,-0.121306801,0.320286919,-0.440830863,0.392849068,0.398666165,0.237688675,0.761598165,0.644004454,-0.088892709,-0.232819374,0.213624124,0.153000121,0.011110807,0.156618572,0.36703894,-0.020191415,0.005211404,0.002778239,0.186853767,0.494350537,-0.326028007,-0.332300124,-0.308777036,0.606016247,0.814562688,0.814562688,0.814562688,-0.323333459,-0.31909776,-0.31624011,-0.309751852,-0.297363055,-0.291643801,0.48323609,0.277241085,0.181234277,0.11278355,0.307575694,0.187677126,0.212600897,-9.34E-18,9.34E-18,-2.80E-17,0.532392204,0.074714298,-0.519468449,-0.740582629,-0.343195732,0.023077672,-0.271481522,0.02739782,-0.444749726,0.029226593,-0.43509307,0.018290467,-0.08042323,-0.010690248,-0.174484278,-0.311522833,-0.38342223,-0.329488187,-0.35151451,-0.247914072,-0.063533711,0.106603786,-0.30658758,0.805736386,-0.314601908,0.711271039,-0.319967981,0.643425989,-0.328753779,0.410430995,-0.332284712,0.118225323,-0.556727662,-0.351328106,-0.407116004,0.235102451,-0.585027539,-0.462503847,-0.096874069,0.262858762,-0.446436953,0.36493039,0.204570502,0.61889388,0.422540856,-0.317734108,0.244612304,0.581050645,-0.52900702,0.080187103,-0.361740447,1,-0.312681395,0.819555054,0.571866282,-0.192084782
fallRate,0.350407165,0.262791818,-0.346263264,0.351716265,0.42577236,0.376159388,-0.343975921,0.934466952,0.975706084,0.98663705,0.976791466,0.974786739,0.976838131,0.971536703,0.973815774,0.970707103,0.986606472,0.793681086,0.13614098,-0.130188001,-0.285005213,-0.346011547,0.987998843,0.990567805,0.986200703,0.943099056,0.849828927,0.766298188,0.715644229,0.703790296,0.705267534,0.794486471,0.849540958,0.955528684,-0.311915366,-0.371012948,-0.503958731,-0.181334808,-0.08712024,-0.274140145,-0.285180159,-0.322738488,-0.295404512,-0.202533113,0.111353261,-0.110323035,0.065439104,0.046146224,-0.161256974,-0.372846739,-0.283228036,-0.35721289,-0.293134787,0.08132372,0.136163253,-0.112398959,-0.112689605,0.167653071,-0.096546686,0.711341296,0.690664208,0.684895848,-0.128133005,-0.390123085,0.984898812,0.981822621,0.940616327,-0.104767324,-0.377650447,-0.377650447,-0.377650447,0.99601324,0.990626968,0.979287525,0.979116654,0.979990079,0.986856135,-0.29491026,-0.21276735,-0.27211537,-0.320055453,0.052019766,0.251733562,0.325256997,-4.72E-17,4.72E-17,3.03E-17,-0.347320128,0.06812967,0.325648452,0.490513543,0.286392237,0.675186929,-0.179686537,0.672215574,-0.155025521,0.670453959,-0.185025513,0.678937954,-0.346143496,0.700364232,-0.197021645,0.624924104,0.536469267,0.271116988,0.46369251,0.330479109,0.497890496,-0.329080097,0.992128316,-0.354224205,0.988424951,-0.236619738,0.987047082,-0.156309569,0.990366188,-0.190126173,0.98880142,-0.110425538,0.671007523,0.379351887,0.463944776,-0.159123801,0.268464332,0.081855429,0.376430135,0.021329239,0.22667386,-0.186043298,0.095042787,-0.313815316,-0.197868365,0.163712765,0.00873051,-0.527898279,0.595475619,-0.214863024,0.955655656,-0.312681395,1,-0.333863213,-0.420701489,-0.24459074
cvFall,-0.50940581,-0.214338462,0.547811246,-0.511883184,-0.468030481,-0.046521542,0.528270749,-0.224148352,-0.329739153,-0.326408926,-0.330095602,-0.328975574,-0.315891984,-0.296588839,-0.283613145,-0.27831905,-0.326418048,-0.133908256,0.425248831,0.367019716,0.425222381,0.886669011,-0.340578359,-0.335098417,-0.317242434,-0.271255302,-0.185168015,-0.093223326,-0.019645271,-0.013268315,-0.013776152,-0.169056904,-0.359436408,-0.378283942,0.736778288,0.455990628,0.584247076,0.275046524,-0.25154905,-0.260780677,-0.20349777,-0.382025323,-0.321460228,-0.39932083,-0.167372446,0.150620878,-0.580554527,0.454058182,0.608842924,0.468249597,0.588935399,0.387485916,-0.293801093,-0.301135873,0.42527611,-0.102891572,-0.079080936,0.379153147,0.538879318,-0.013793938,0.008390414,0.002020599,0.357346333,0.27377441,-0.329415843,-0.330751355,-0.306587099,0.786147864,0.839287842,0.839287842,0.839287842,-0.330294429,-0.326220058,-0.321043036,-0.311509199,-0.30213267,-0.299244729,0.657493013,0.070104901,-0.01435214,-0.093692481,0.541241193,0.395928641,0.383851211,1.15E-15,-1.15E-15,1.08E-15,0.604359297,-0.11758517,-0.513960537,-0.719272531,-0.513800423,0.025925828,-0.208612104,0.030057705,-0.361790936,0.031669079,-0.313782571,0.020349047,-0.217623793,-0.006648694,-0.270157216,-0.01165358,-0.049909331,-0.167464304,-0.099707261,0.055071751,0.069851931,-0.102813795,-0.314779395,0.8879929,-0.321102967,0.808881882,-0.324343763,0.655971228,-0.330297886,0.291182907,-0.332896663,-0.022312089,-0.50765601,-0.450736682,-0.46791985,0.426267537,-0.704574524,-0.360741138,-0.367534603,-0.094580994,-0.118209127,0.583066568,0.341851431,0.556537172,0.152012806,-0.058177317,0.302265126,0.602106249,-0.633414001,0.257800923,-0.334732146,0.819555054,-0.333863213,1,0.366047795,-0.077829116
revPerYear,-0.766902989,-0.071668361,0.753087063,-0.768920717,-0.728085251,0.033042093,0.750167482,-0.531624001,-0.526831703,-0.453002968,-0.521261905,-0.530713073,-0.525321399,-0.527901578,-0.513684696,-0.517922343,-0.453138807,-0.548873714,0.269510108,0.219596669,0.32560774,0.411137115,-0.452700434,-0.422052216,-0.446978198,-0.509339174,-0.559564229,-0.557016092,-0.534694988,-0.523816584,-0.530260156,-0.57713792,-0.607901184,-0.519045018,0.221861809,0.315861573,0.498961311,0.426502802,0.285639223,0.463674719,0.378230891,0.416726794,0.441570244,0.376925756,0.159928846,0.328780428,-0.06097804,-0.03319788,0.165091805,0.260901798,0.256939093,0.447611078,0.452863217,0.177409131,0.269485436,-0.165924665,-0.285122965,0.255770964,0.145314406,-0.504023846,-0.493506246,-0.491517655,0.224926238,0.600003712,-0.486493578,-0.386417822,-0.471962239,0.471667429,0.544514722,0.544514722,0.544514722,-0.44206664,-0.482446405,-0.516236762,-0.521771898,-0.517791791,-0.495463819,0.398900748,0.36331421,0.369362504,0.365884316,-0.241252497,-0.314446332,-0.291518334,-4.99E-16,4.99E-16,-5.24E-16,0.038747022,-0.173659997,-0.656598264,-0.370343812,-0.242731976,-0.488662585,0.058152466,-0.486988197,-0.157071052,-0.486387763,-0.162012822,-0.491139522,0.23987828,-0.508760432,0.397850473,-0.747696984,-0.699662505,-0.629375623,-0.6273383,-0.573099418,-0.556929731,0.368458256,-0.479108118,0.482511232,-0.493598079,0.210302688,-0.488662924,0.01278883,-0.454814885,-0.132885549,-0.451069213,-0.269339844,-0.76481452,-0.646717443,-0.732517087,-0.122004183,-0.245410944,0.017469192,-0.034289399,0.103259004,-0.157461755,0.164842849,-0.140030472,0.503972664,0.286581055,-0.071296026,-0.119996254,0.436333761,-0.589891463,0.372314795,-0.385147022,0.571866282,-0.420701489,0.366047795,1,-0.29321426
cvRev,0.217500723,0.039266675,-0.228653529,0.217793937,0.127599822,-0.235282595,-0.22322512,-0.236812349,-0.202036726,-0.201659262,-0.201775038,-0.201558113,-0.209792636,-0.217167022,-0.231663155,-0.232572088,-0.201601989,-0.142489959,-0.380769686,-0.390704912,0.136852397,-0.167727797,-0.196928788,-0.208407403,-0.206689362,-0.189937831,-0.159605073,-0.147567694,-0.150627529,-0.164783611,-0.163866156,-0.142735135,-0.088389361,-0.151182121,0.091886995,0.149043164,0.086836734,0.000936355,0.072986888,0.136478209,0.236647686,0.077541949,0.077614585,0.170727566,0.055861042,0.189773337,0.309463285,-0.247957225,-0.322420874,-0.222222637,0.111488713,0.121352618,0.116437913,0.054124383,-0.38075964,0.291723564,0.331358344,-0.393894656,-0.396316791,-0.165479002,-0.170431518,-0.176516853,-0.406912842,0.117689557,-0.207225931,-0.203347311,-0.153334203,-0.236770966,-0.048025426,-0.048025426,-0.048025426,-0.221924433,-0.22345307,-0.215647339,-0.213654011,-0.218039039,-0.226616185,-0.088801506,0.22642634,0.316848096,0.299526519,-0.078204313,-0.219128249,-0.142727455,1.36E-15,-1.36E-15,1.34E-15,0.006113534,-0.012013619,0.228298293,0.178749485,0.363543012,-0.175369591,-0.061272766,-0.176435815,0.104850187,-0.176440109,0.190673138,-0.174210841,0.355580318,-0.168684645,0.049655507,0.086607984,0.200137882,0.387215099,0.039468331,-0.107292982,0.012660419,0.298407728,-0.227964799,-0.208146127,-0.218911232,-0.230385904,-0.211430401,-0.199903236,-0.207327797,0.066398607,-0.203090036,0.264370513,-0.043206778,0.264100667,0.06005796,-0.045171131,0.213007762,0.245451007,0.078348099,0.218163271,-0.280568242,-0.335570089,-0.154365045,0.198167975,0.173059052,-0.325654562,-0.272332304,-0.349394257,0.029435152,-0.097507823,-0.246674864,-0.192084782,-0.24459074,-0.077829116,-0.29321426,1
